Landing Page,Product Brand,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,,,,
/product/reiss-amira-leather-mini-skirt/Vi6DjeSwK_UDSGx6,Reiss,4,100.00%,4,100.00%,1,,,,
/product/reiss-bryony-suede-biker-jacket/V72A7dwOggAFtszE,Reiss,4,25.00%,1,25.00%,1.25,,,,
/product/reiss-jayda-printed-dress/V7ypCM_0fgAFzBx_,Reiss,4,75.00%,3,25.00%,1,,,,
/product/reiss-lavinnia-double-breasted-blazer/Vqli3OSwZFBx6DYV,Reiss,4,75.00%,3,0.00%,1.75,,,,
/product/reiss-lennox-longline-shearling-coat/WF0HzEzt_QAGhQ2G,Reiss,4,100.00%,4,25.00%,1.5,,,,
/product/reiss-long-shearling-coat/VhJOg-SwzMHMwxwT,Reiss,4,100.00%,4,50.00%,1.5,,,,
/product/replay-suede-fringe-jacket/WG9jAsnnfAAGxaQG,REPLAY,4,100.00%,4,25.00%,2,,,,
/product/retro-super-future-leon-yellow-sunglasses/WHaGpcnnfAAGWvoV,Retro Super Future,4,100.00%,4,50.00%,1.5,,,,
/product/river-island-alannah-relaxed-skinny-jeans/WHUB1cnnfAAGkivr,River Island,4,100.00%,4,75.00%,1.75,,,,
/product/river-island-belted-midi-dress/V1PcSeSwa94gFU4L,River Island,4,100.00%,4,25.00%,1.25,,,,
/product/river-island-embellished-trainers/V9AkC8_0fgAGnMRX,River Island,4,100.00%,4,0.00%,1.25,,,,
/product/river-island-faux-suede-fringed-bucket-handbag/Vh0-xOSwnvxSF66Z,River Island,4,100.00%,4,100.00%,1,,,,
/product/river-island-faux-suede-shearling-aviator-jacket/WFBXhs_0fgAG8ygc,River Island,4,100.00%,4,25.00%,1.25,,,,
/product/river-island-khaki-floral-jacket/WGvw_c_0fgAGIVrl,River Island,4,100.00%,4,25.00%,2,,,,
/product/river-island-leopard-print-faux-fur-coat/V_N60tYBgAAGVCgw,River Island,4,75.00%,3,50.00%,1.5,,,,
/product/river-island-leopard-print-mules/V-F6I8nnfAAFGFTl,River Island,4,100.00%,4,75.00%,1.25,,,,
/product/river-island-mini-glitter-handbag/V89ETkzt_QAGtphH,River Island,4,50.00%,2,25.00%,1.25,,,,
/product/river-island-pleated-cold-shoulder-blouse/V7zfTc_0fgAGVq98,River Island,4,75.00%,3,50.00%,1,,,,
/product/river-island-satin-buckle-court-shoes/WEblE8nnfAAFqvtt,River Island,4,100.00%,4,50.00%,1.5,,,,
/product/river-island-shirt-dress/VxUSbeSwCRzT7hOb,River Island,4,25.00%,1,25.00%,2,,,,
/product/river-island-striped-palazzo-pants/VVnh_uSwkLoJDisG,River Island,4,100.00%,4,25.00%,1.25,,,,
/product/river-island-tie-waist-trench-coat/WH0FC8nnfAAG_0aH,River Island,4,100.00%,4,50.00%,1.25,,,,
/product/river-island/V3OlXUzt_QAGpSTt,River Island,4,75.00%,3,0.00%,1.75,,,,
/product/rixo-london-moss-neck-tie-pussybow-blouse/V0SNaOSwa94gCtyQ,R-test,4,75.00%,3,75.00%,1.25,,,,
/product/roberta-einer-dream-maxi-dress/Vyx8-OSwDj-Cp03m,Roberta Einer,4,100.00%,4,75.00%,1.25,,,,
/product/rosie-for-autograph-beau-silk-brazilian-knickers/Vjhps-SwgNBLN11z,Rosie For Autograph,4,100.00%,4,100.00%,1,,,,
/product/russell-and-bromley-cadogan-brogue-chelsea-boot/VJHV9-Swh4x1bRRZ,Russell & Bromley,4,100.00%,4,75.00%,1,,,,
/product/russell-and-bromley-chesapeak-sandals/VRu3teSw5SlmlRVh,Russell & Bromley,4,25.00%,1,0.00%,1.25,,,,
/product/russell-and-bromley-tantrum-jewelled-point-flat/VdeDXuSwQ9g219nZ,Russell & Bromley,4,75.00%,3,50.00%,1.5,,,,
/product/russell-and-bromley-twinkle-leg-wrap-jewelled-flat/VtSfEuSw01U8QJof,Russell & Bromley,4,50.00%,2,0.00%,1,,,,
/product/russell-and-bromley/V4FAAc_0fgAGuhp3,Russell & Bromley,4,100.00%,4,50.00%,1.5,,,,
/product/saint-laurent-monogram-saint-laurent-universite-bag-in-saddle-brown-leather/VIcsdeSwUIZpvLzT,Saint Laurent,4,75.00%,3,25.00%,1.25,,,,
/product/saint-laurent-monogramme-camera-leather-shoulder-bag/VTE23eSwER1xVyMF,Saint Laurent,4,100.00%,4,75.00%,1,,,,
/product/saint-laurent-paris-metallic-pumps/V8ccys_0fgAHCnno,Saint Laurent,4,100.00%,4,75.00%,1,,,,
/product/saint-laurent-paris-saint-laurent-gun-pendant-necklace-in-antique-gold-toned-brass/U_NsGuSwVCJamRzN,Saint Laurent,4,100.00%,4,75.00%,1.25,,,,
/product/saint-laurent-paris-suede-over-the-knee-boots/VdHeMeSwATvPtDYo,Saint Laurent,4,100.00%,4,100.00%,1,,,,
/product/saloni-izzie-floral-maxi-dress/VxDufeSwSSU2o8Gf,Saloni,4,75.00%,3,75.00%,1.25,,,,
/product/salt-surf-reverse-crewneck-sweatshirt/U2dzS-SwoUOVWrKs,Salt Surf,4,25.00%,1,0.00%,1,,,,
/product/sam-edelman-gretchen-embroidered-sandals/VvU0SeSwtK-Iw6Td,Sam Edelman,4,100.00%,4,50.00%,1.25,,,,
/product/samsoe-and-samsoe-striped-bikini-top/V1VwOeSwa94gFkR_,Samsoe & Samsoe,4,100.00%,4,25.00%,1.5,,,,
/product/sandro-abby-satchel-bag/WMkamMnnfAAFzP1u,Sandro,4,75.00%,3,25.00%,3,,,,
/product/sandro-alek-sweater/WF1ukMnnfAAGLZe7,Sandro,4,100.00%,4,75.00%,1.5,,,,
/product/sandro-anouck-ankle-boots/Vri0UeSwgWnj0KYS,Sandro,4,100.00%,4,25.00%,1.5,,,,
/product/sandro-azur-shoe-boots/V0RyX-SwrRkXf4ck,Sandro,4,50.00%,2,0.00%,1.25,,,,
/product/sandro-bonnie-bag/V6aD91L6_wAFUgSu,Sandro,4,100.00%,4,100.00%,1,,,,
/product/sandro-demi-lace-dress/WE7QjsnnfAAHh9RF,Sandro,4,100.00%,4,100.00%,1,,,,
/product/sandro-fine-stripe-sweater/WM_evUzt_QAFpCc1,Sandro,4,25.00%,1,25.00%,1.25,,,,
/product/sandro-green-velvet-backpack/VClCe-Swk3kXx3kA,Sandro,4,75.00%,3,75.00%,1,,,,
/product/sandro-plainy-trousers/Vh_jVeSwnvxSF7xr,Sandro,4,75.00%,3,25.00%,1.25,,,,
/product/sandro-rage-dress/VjiLieSwgNBLN1_T,Sandro,4,50.00%,2,50.00%,1,,,,
/product/sandro-sailor-coat/V-pqV8_0fgAFqd_v,Sandro,4,0.00%,0,0.00%,1.75,,,,
/product/sandro-sticky-coat/V-rx2snnfAAFK3R-,Sandro,4,50.00%,2,25.00%,1.25,,,,
/product/sandro-streetwear-trousers/WLjdLMnnfAAF4GAY,Sandro,4,100.00%,4,100.00%,1,,,,
/product/sandro-ventura-jacket/VdxglOSwQ9g21-tB,Sandro,4,75.00%,3,25.00%,1,,,,
/product/sea-ny-embroidered-blouse/WL0LsMnnfAAGCvS6,Sea NY,4,50.00%,2,0.00%,1.5,,,,
/product/seafolly-marrakech-high-neck-tank-bikini/VzRCtuSwxhsFQV7D,Seafolly,4,100.00%,4,25.00%,1.75,,,,
/product/seafolly-walk-the-line-bikini-top/VwZRseSwQv28DVXH,Seafolly,4,100.00%,4,75.00%,1,,,,
/product/see-by-chloe-ruffled-blouse/WInQ_8_0fgAFRIKe,See By ChloÃ©,4,75.00%,3,25.00%,1.25,,,,
/product/self-portrait-double-strap-bluebell-midi-dress/V5ACZEzt_QAGC2By,Self Portrait,4,50.00%,2,25.00%,1,,,,
/product/self-portrait-lace-frill-mini-dress/WMpt2Ezt_QAG27aw,Self Portrait,4,75.00%,3,75.00%,1.5,,,,
/product/self-portrait-maxine-dress/V-clwMnnfAAGZyoH,Self Portrait,4,75.00%,3,50.00%,1.25,,,,
/product/self-portrait-prairie-lace-dress/V9Jt8snnfAAGonsG,Self Portrait,4,75.00%,3,75.00%,1,,,,
/product/sensi-studio-tassel-woven-clutch/VYB6G-SwgFEpreTY,Sensi Studio,4,75.00%,3,75.00%,1,,,,
/product/sezane-daryl-jumper/WFH_OcnnfAAHjut0,SÃ©zane,4,75.00%,3,25.00%,1,,,,
/product/sezane-stevie-jumper/WCGvrFL6_wAHTLr7,Sezane,4,100.00%,4,0.00%,1.5,,,,
/product/shellys-shelly-s-london-lacharite-bird-print-leather-white-sole-heeled-shoes/U5oLdOSwwmgZ2FJB,Shellys,4,100.00%,4,75.00%,1.25,,,,
/product/shoe-box-isabella-minimal-ankle-strap-heeled-sandals/VMfFpeSwK0exomPb,Shoe Box,4,100.00%,4,75.00%,1.25,,,,
/product/sincerely-jules-reims-chunky-turtleneck/WDLl7Ezt_QAGeyUW,Sincerely Jules,4,75.00%,3,75.00%,1,,,,
/product/skinnydip-london-heart-across-body-bag/VgRVFeSwu5M0ETK6,Skinnydip London,4,50.00%,2,0.00%,1.25,,,,
/product/skinnydip-london-unicorn-tears-cross-body-bag/VRvPd-Sw5SlmlRXH,Skinnydip London,4,75.00%,3,25.00%,1.25,,,,
/product/solace-london-franklin-crepe-mini-dress/WBHXvMnnfAAFNfjk,Solace London,4,50.00%,2,0.00%,1.25,,,,
/product/solace-london-kadoc-strapless-jumpsuit/V2j8Kkzt_QAGgUlw,Solace London,4,100.00%,4,25.00%,1.75,,,,
/product/somedays-lovin-ocean-child-crochet-crop-bikini-top/VqaNMeSwm2gTfRBd,Somedays Lovin',4,100.00%,4,75.00%,1.25,,,,
/product/somerset-by-alice-temperley-military-jacket/Vb5V1eSwFha1U3lN,Somerset by Alice Temperley,4,75.00%,3,50.00%,1.25,,,,
/product/somerset-by-alice-temperley-military-trousers/WMQHgkzt_QAF44rz,Somerset by Alice Temperley,4,0.00%,0,0.00%,1,,,,
/product/sparkle-and-fade-mermaid-slip-dress/V_JnHVL6_wAFuSfb,Sparkle & Fade,4,50.00%,2,50.00%,1,,,,
/product/stella-mccartney-becks-weaved-bag/WH45mcnnfAAFMErg,Stella McCartney,4,75.00%,3,25.00%,1.75,,,,
/product/stella-mccartney-croc-loafers/V_IrAkzt_QAHB0b6,Stella McCartney,4,100.00%,4,25.00%,1,,,,
/product/stella-mccartney-striped-flatform-slides/VyH6tuSwI8hLslDx,Stella McCartney,4,100.00%,4,25.00%,1.5,,,,
/product/stellasport-body-warmer-gilet/VmFvZeSwreNxHmaR,Stellasport,4,50.00%,2,50.00%,1,,,,
/product/stradivarius-floral-cami-top/V3JakUzt_QAGDPoA,Stradivarius,4,75.00%,3,75.00%,1,,,,
/product/stradivarius-lace-midi-skirt/WAd1X8nnfAAFbZtO,Stradivarius,4,25.00%,1,25.00%,1,,,,
/product/stradivarius-long-sleeve-tulle-top/WCxpe1L6_wAGvd4S,Stradivarius,4,75.00%,3,50.00%,1,,,,
/product/stradivarius-metallised-court-shoes/WFBoC8_0fgAG8zbf,Stradivarius,4,100.00%,4,100.00%,1.25,,,,
/product/stradivarius-sequinned-reversible-dress/V_YHdMnnfAAGXNHK,Stradivarius,4,75.00%,3,50.00%,1.75,,,,
/product/stradivarius/V1_dZkzt_QAFiPZX,Stradivarius,4,75.00%,3,25.00%,1,,,,
/product/stuart-weitzman-ria-strappy-shooty/VFkgSOSwDXI4PcV6,Stuart Weitzman,4,100.00%,4,0.00%,2.25,,,,
/product/superga-pony-platform-sneaker/VXAs9-SwQUejdwOT,Superga,4,100.00%,4,100.00%,1,,,,
/product/swarovski-spiral-ring/VVsIi-Swu1wsPVrr,Swarovski,4,75.00%,3,50.00%,1.25,,,,
/product/sweaty-betty-all-sport-backpack/WJmQHsnnfAAGzCo5,Sweaty Betty,4,75.00%,3,75.00%,1,,,,
/product/sweaty-betty-escape-luxe-jumper/WFPs_kzt_QAGYqQ2,Sweaty Betty,4,75.00%,3,50.00%,1,,,,
/product/sweaty-betty-luxe-gym-bag/V-GBJsnnfAAGSZqn,Sweaty Betty,4,75.00%,3,25.00%,1.25,,,,
/product/tamaris-leopard-boots/WBs00cnnfAAF5R3I,Tamaris,4,100.00%,4,50.00%,1,,,,
/product/ted-baker-albee-pop-handle-large-tote-bag/WKGb-snnfAAGaarb,Ted Baker,4,100.00%,4,100.00%,1,,,,
/product/ted-baker-dannae-houndstooth-cape/V8jf80zt_QAGKPxs,Ted Baker,4,100.00%,4,50.00%,1.25,,,,
/product/ted-baker-parkit-hooded-parka-coat/VHhzOOSwY3fdMO1Q,Ted Baker,4,75.00%,3,75.00%,1,,,,
/product/ted-baker-suesie-small-sugar-sweet-floral-suitcase/U8CEMuSwCv-PRDlj,Ted Baker,4,100.00%,4,50.00%,1.25,,,,
/product/the-cambridge-satchel-company-oxblood-saddle-bag/V7N4eUzt_QAFHhse,The Cambridge Satchel Company,4,0.00%,0,0.00%,2.5,,,,
/product/the-jungle-book-x-kenzo-shere-khan-sweatshirt/VwqbVeSw1FVGsThU,The Jungle Book x Kenzo,4,100.00%,4,25.00%,2,,,,
/product/the-kooples-prince-of-wales-check-suit-waistcoat/VCARUeSw773kvvYX,The Kooples,4,100.00%,4,100.00%,1,,,,
/product/the-kooples-python-jacket/VMtg_uSwz-vTAo6a,The Kooples,4,75.00%,3,25.00%,1.25,,,,
/product/the-white-company-short-silk-nightie/VoPiMeSwyZssZUH7,The White Company,4,75.00%,3,50.00%,2.25,,,,
/product/throwback-everyday-peanut-butter-sweatshirt/VWtDi-Sw_lVbfUWn,Throwback Everyday,4,75.00%,3,25.00%,1.25,,,,
/product/tibi-admiral-cropped-peacoat/V6sWNUzt_QAFrXW8,TIBI,4,75.00%,3,0.00%,1,,,,
/product/tibi-pleated-mini-dress/WKbdOkzt_QAGg2mm,TIBI,4,25.00%,1,0.00%,1,,,,
/product/toast-cord-dungarees/VeYMxeSwp9x9LTrE,Toast,4,100.00%,4,50.00%,1.5,,,,
/product/toast-needlecord-shirt-dress/V4TrjEzt_QAF6tgO,Toast,4,100.00%,4,75.00%,1.25,,,,
/product/toast-silk-velvet-kimono/WBx5DFL6_wAGVaN2,Toast,4,100.00%,4,50.00%,1.25,,,,
/product/toast-victoria-boots/WAzk9cnnfAAFQB4H,Toast,4,75.00%,3,50.00%,1,,,,
/product/tod-s-slip-on-shoes/V64mUkzt_QAF2v3C,Tod's,4,75.00%,3,50.00%,1.25,,,,
/product/tommy-hilfiger-clio-85-swimsuit/VxAW9OSwMpmIkcfc,Tommy Hilfiger,4,100.00%,4,75.00%,1,,,,
/product/tommy-hilfiger-gigi-hadid-bomber-jacket/WMtUuMnnfAAGCzn5,Tommy Hilfiger,4,75.00%,3,50.00%,1.25,,,,
/product/tommy-hilfiger-gigi-patchwork-striped-crop-top/WL7E6snnfAAGxRCQ,Tommy Hilfiger,4,100.00%,4,25.00%,2,,,,
/product/topshop-80s-prom-dress/VaKLYeSwEjIcayAh,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-angel-springs-t-shirt/VcHuvOSwFha1U4oB,Topshop,4,75.00%,3,25.00%,1,,,,
/product/topshop-april-faux-shearling-biker-jacket/WI8XDFL6_wAGhQS6,Topshop,4,75.00%,3,50.00%,2.5,,,,
/product/topshop-arnie-reading-glasses/WI5Pes_0fgAFkElF,Topshop,4,100.00%,4,100.00%,1,,,,
/product/topshop-bird-plunge-mini-dress/V-EsG0zt_QAH1jd1,Topshop,4,100.00%,4,0.00%,1.25,,,,
/product/topshop-birds-in-flight-shirt/WDTRCsnnfAAFal5s,Topshop,4,100.00%,4,75.00%,1,,,,
/product/topshop-denim-pinafore-dress/VXiQgOSw5FIbB2tH,Topshop,4,100.00%,4,25.00%,3,,,,
/product/topshop-diamante-velvet-jacket/WD3HesnnfAAFAqYz,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-dree-cropped-kick-flared-jeans/V0NXOuSwLnA32T3G,Topshop,4,100.00%,4,25.00%,1.25,,,,
/product/topshop-embroidered-leather-skirt/Vm_o9OSwfrE9R3cg,Topshop,4,100.00%,4,75.00%,1,,,,
/product/topshop-eyelet-wrap-skirt/VsL8deSwm6hXvJNw,Topshop,4,100.00%,4,100.00%,1,,,,
/product/topshop-fall-floral-embroidered-mom-jeans/WCr4tFL6_wAF2Rmn,Topshop,4,100.00%,4,0.00%,1,,,,
/product/topshop-frill-pocket-peg-trousers/WFlobEzt_QAFA4tf,Topshop,4,100.00%,4,75.00%,1,,,,
/product/topshop-fringe-crop-top/VU8-BOSw8JeEF9dY,Topshop,4,100.00%,4,75.00%,1.5,,,,
/product/topshop-geo-print-jacket/WGQfXsnnfAAGOPta,Topshop,4,100.00%,4,25.00%,1.25,,,,
/product/topshop-gingham-frill-bralet/U3erL-SwZOyspZ0b,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-gold-lace-up-heels/V1g6WuSwrRkXjV38,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-graceful-velvet-court-shoes/WE_96snnfAAHigz9,Topshop,4,75.00%,3,25.00%,1.25,,,,
/product/topshop-hamptons-flared-heel-boots/Vq464-Swto2ZfK5I,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-happy-days-leopard-boots/WC-dFVkIAQAFEwFp,Topshop,4,50.00%,2,25.00%,1.25,,,,
/product/topshop-harry-jacquard-ankle-boots/V8A_NdwOggAGUcWj,Topshop,4,75.00%,3,0.00%,1.5,,,,
/product/topshop-high-apex-slip-dress/VZ04B-SwFUYMtuhw,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-high-waist-mom-jeans/VkIeaeSwtdAyzDuW,Topshop,4,100.00%,4,75.00%,1,,,,
/product/topshop-jemma-point-mid-shoes/V-o83cnnfAAGb6EF,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-karter-loafers/V0atUuSwrRkXgP7F,Topshop,4,100.00%,4,50.00%,1,,,,
/product/topshop-keyhole-halter-bikini-top/VqaR8OSwm2gTfRHf,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-klash-leopard-sock-boot/V-UKo8nnfAAGZQqb,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-lace-frill-long-sleeve-blouse/WCw8ScnnfAAFfSJ9,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-leopard-faux-fur-coat/WGuOzs_0fgAGHTof,Topshop,4,75.00%,3,25.00%,1.5,,,,
/product/topshop-lola-laid-on-sunglasses/WJC_1M_0fgAHPNOm,Topshop,4,75.00%,3,75.00%,1.25,,,,
/product/topshop-longline-tab-slouch-coat/WJBcIMnnfAAFx0RE,Topshop,4,100.00%,4,75.00%,1.5,,,,
/product/topshop-luxe-faux-fur-boxy-gilet/VG9AYuSwoDwIYdLe,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-luxe-vinyl-treggings/VDvbkeSwEKRjxuXf,Topshop,4,75.00%,3,0.00%,1.75,,,,
/product/topshop-maggie-ankle-boots/V-o46MnnfAAGb3LA,Topshop,4,75.00%,3,0.00%,1.75,,,,
/product/topshop-martha-glitter-sock-boots/WFIVEsnnfAAHjvwu,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-master-tortoiseshell-heel-boots/VcSSvuSw0SFdVFsr,Topshop,4,75.00%,3,50.00%,1,,,,
/product/topshop-metallic-rain-mac/VzxkduSwe9B19jwd,Topshop,4,75.00%,3,25.00%,2,,,,
/product/topshop-origami-wrap-blouse/WITiIkzt_QAF_ulJ,Topshop,4,25.00%,1,25.00%,1,,,,
/product/topshop-patchwork-funnel-jumper/WHxRRs_0fgAGafrN,Topshop,4,100.00%,4,50.00%,2,,,,
/product/topshop-plunge-v-neck-cami/VYpVPuSwpRWRjS4H,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-printed-pyjama-shirt/V0NduuSwLnA32UW0,Topshop,4,100.00%,4,75.00%,1,,,,
/product/topshop-puffer-jacket/WAWNIM_0fgAG3FiX,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-ribbed-crop-top/VVssPuSwkLoJDiwJ,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-rose-keyhole-midi-dress/WBc9GsnnfAAFqFPC,Topshop,4,75.00%,3,75.00%,1,,,,
/product/topshop-satin-puffer-jacket/V4TN2Ezt_QAF6quI,Topshop,4,100.00%,4,50.00%,1.25,,,,
/product/topshop-satin-pyjama-style-jacket/Vx6JqeSwy7jigGBB,Topshop,4,75.00%,3,25.00%,1.25,,,,
/product/topshop-showstopper-ruffle-dress/WH2Db8nnfAAGoG0F,Topshop,4,100.00%,4,50.00%,1.5,,,,
/product/topshop-sloane-aviator-jacket/Vp_O0eSwopnyToJY,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-snap-wrap-pu-midi-skirt/WJC-cFL6_wAHGHXw,Topshop,4,100.00%,4,100.00%,1,,,,
/product/topshop-striped-v-neck-jumper-by-unique/VPhLL-SwyZdPDrsa,Topshop,4,25.00%,1,0.00%,1,,,,
/product/topshop-twinkle-slip-on-trainers/WIaw08nnfAAHuRYp,Topshop,4,100.00%,4,75.00%,1.25,,,,
/product/topshop-unique-aubrey-dress/WEV1ucnnfAAFaPld,Topshop Unique,4,50.00%,2,0.00%,2,,,,
/product/topshop-velvet-puffer-jacket/WGHBhsnnfAAGM8Dj,Topshop,4,100.00%,4,25.00%,1.5,,,,
/product/topshop-wonder-beanie-hat/WCqSb8nnfAAFFpEw,Topshop,4,50.00%,2,25.00%,1.5,,,,
/product/topshop-zebra-printed-ski-jacket/WHKOm8_0fgAGgb87,Topshop,4,100.00%,4,25.00%,1.75,,,,
/product/tory-burch-iliana-panelled-dress/V8aD7M_0fgAFEwWg,Tory Burch,4,75.00%,3,75.00%,1,,,,
/product/tricouni-lindy-sleeveless-coat/Vw6s9uSwEP9fnY2W,Tricouni,4,75.00%,3,50.00%,1,,,,
/product/triumph-alluring-essence-body/VrHszeSwto2ZfOrE,Triumph,4,50.00%,2,50.00%,1,,,,
/product/triumph-pure-silk-kimono/Vm9LJuSwfrE9R3Uw,Triumph,4,100.00%,4,75.00%,1.25,,,,
/product/truffle-shuffle-ladies-charcoal-vintage-tattoo-rolling-stones-t-shirt/U9YHrOSwH5UCkMsl,Truffle Shuffle,4,100.00%,4,100.00%,1,,,,
/product/tu-at-sainsburys-denim-pinafore-dress/V3yaOs_0fgAGnyM0,Tu at Sainsburys,4,100.00%,4,100.00%,1,,,,
/product/tu-at-sainsburys-tibet-wrap-coat/WE2DM9YBgAAF9Ugh,Tu at Sainsburys,4,100.00%,4,75.00%,1,,,,
/product/under-the-same-sun-palm-yoga-leggings/WHuxx8_0fgAGaUL1,Under The Same Sun,4,75.00%,3,25.00%,1,,,,
/product/united-colors-of-benetton-bucket-bag/VwqYm-Sw1FVGsTfI,United Colors of Benetton,4,100.00%,4,100.00%,1,,,,
/product/united-colors-of-benetton-maxi-ethnic-coat/WEQNM8nnfAAFtF7r,United Colors of Benetton,4,100.00%,4,0.00%,2.25,,,,
/product/urban-outfitters-feel-the-soul-tee/VdMX9eSw0SFdVJno,Urban Outfitters,4,100.00%,4,0.00%,1.25,,,,
/product/urban-outfitters-hickory-cork-sole-lace-up-shoes/VSO-y-SwvBdprFSd,Urban Outfitters,4,50.00%,2,0.00%,1.75,,,,
/product/uterque-biker-jacket/VOxvcuSwz9xU0hsY,UterqÃ_e,4,50.00%,2,50.00%,1,,,,
/product/uterque-flower-brooch/VehncuSwsvINAeFT,UterqÃ_e,4,50.00%,2,25.00%,1.25,,,,
/product/uterque-gem-high-heel-shoes/WFenIcnnfAAFZyay,UterqÃ_e,4,50.00%,2,50.00%,1.75,,,,
/product/uterque-gem-sneakers/V4I3mUzt_QAG1CGB,UterqÃ_e,4,75.00%,3,0.00%,1.5,,,,
/product/uterque-gingham-check-trousers/VPB52eSwz9xU0iKw,UterqÃ_e,4,100.00%,4,75.00%,1,,,,
/product/uterque-oversized-wooden-necklace/VT9vHOSwGCiBqwVR,UterqÃ_e,4,75.00%,3,50.00%,1.25,,,,
/product/uterque-toe-cap-mules/WIZxPsnnfAAGgEK7,UterqÃ_e,4,100.00%,4,75.00%,1,,,,
/product/uzma-bozai-camel-sweatshirt/WH3c_8nnfAAFL2tz,Uzma Bozai,4,50.00%,2,50.00%,1.5,,,,
/product/vagabond-dioon-peep-toe-slingback-platform/U20G2eSwZ-6QIMQj,Vagabond,4,50.00%,2,25.00%,1,,,,
/product/vagabond-lea-cross-over-mules/VyY9oOSwI8hLtSrx,Vagabond,4,75.00%,3,75.00%,1,,,,
/product/vagabond-noor-mules/VrrgdeSwPxAXAKOF,Vagabond,4,100.00%,4,50.00%,1,,,,
/product/valentino-chain-embellished-ballet-flats/V9KcRsnnfAAGo7JY,Valentino,4,100.00%,4,25.00%,1.75,,,,
/product/valentino-rockstud-1973-small-double-handle-bag/VIGRYeSwndhlvGqP,Valentino,4,100.00%,4,75.00%,1.25,,,,
/product/valextra-mylogo-weekend-bag/U9qq0OSwxNtyXSc7,Valextra,4,25.00%,1,0.00%,1.75,,,,
/product/van-cleef-and-arpels-two-butterfly-between-the-finger-ring/VAB6Z-SwwdyNbsTh,Van Cleef & Arpels,4,100.00%,4,75.00%,1,,,,
/product/vanessa-mooney/V2c731L6_wAGNvyw,Vanessa Mooney,4,100.00%,4,50.00%,1,,,,
/product/vero-moda-mava-jacquard-cropped-jacket/WAXgKs_0fgAG3JWk,Vero Moda,4,75.00%,3,25.00%,1.25,,,,
/product/vero-moda-velvet-embroidered-jacket/WA5lycnnfAAFQnNi,Vero Moda,4,100.00%,4,50.00%,1.5,,,,
/product/very-star-sequin-jumpsuit/V-ptocnnfAAGcusR,Very,4,75.00%,3,50.00%,1.25,,,,
/product/victoria-beckham-denim-dress/VPhmXeSwrUND3jSd,Victoria Beckham,4,25.00%,1,25.00%,1,,,,
/product/victoria-beckham-ruffled-pinstripe-dress/V6S6gkzt_QAG8FR7,Victoria Beckham,4,100.00%,4,75.00%,1.25,,,,
/product/victoria-beckham-zippered-polo-shirt/VNDkM-Swr3r7Ozyo,Victoria Beckham,4,25.00%,1,25.00%,1.25,,,,
/product/vilshenko-tatiana-floral-maxi-dress/VzBlneSwZ99IvI5Z,Vilshenko,4,75.00%,3,50.00%,1,,,,
/product/vivienne-westwood-roman-three-strap-sandals/VgAcVeSw_PDO76uN,Vivienne Westwood Gold Label,4,100.00%,4,100.00%,1,,,,
/product/wallis-pale-pink-zip-blouse/VDaI5eSwlt-m1KO2,Wallis,4,75.00%,3,50.00%,1,,,,
/product/warehouse-animal-print-chelsea-boots/VHX-y-SweetdDwof,Warehouse,4,75.00%,3,25.00%,1.5,,,,
/product/warehouse-crop-biker-jacket/WKX4g0zt_QAFzdi0,Warehouse,4,0.00%,0,0.00%,2.25,,,,
/product/warehouse-dotty-blouse/WHvBMM_0fgAGaVLB,Warehouse,4,0.00%,0,0.00%,1.5,,,,
/product/warehouse-frill-sweat/WJSZEEzt_QAFi2JW,Warehouse,4,50.00%,2,25.00%,1.5,,,,
/product/warehouse-garden-casual-shirt/WNO2zsnnfAAF9cwq,Warehouse,4,25.00%,1,25.00%,3.25,,,,
/product/warehouse-gingham-off-shoulder-dress/Vukb_eSwT4__mz-7,Warehouse,4,75.00%,3,50.00%,2,,,,
/product/warehouse-lace-halter-dress/V3Rcokzt_QAGywv0,Warehouse,4,100.00%,4,50.00%,1.25,,,,
/product/warehouse-open-back-jumpsuit/WKdE1MnnfAAH8LUI,Warehouse,4,25.00%,1,25.00%,2,,,,
/product/warehouse-oversized-borg-jacket/VBrH8OSw_4AG2H0w,Warehouse,4,100.00%,4,75.00%,1,,,,
/product/warehouse-pleated-dipped-hem-midi-dress/VcKDOuSwwT4yWHA3,Warehouse,4,100.00%,4,75.00%,1.25,,,,
